pID,placement,vib_style,contrast,accuracy
18,hands,lowfi,Vhl,0.375
18,hands,ctrl,vf,0.8
18,hands,ctrl,vs,0.5
18,hands,ctrl,Vhl,0.6
18,neck,amp,vf,0.333333333333333
18,neck,amp,vs,0.75
18,neck,amp,Vhl,0.733333333333333
18,neck,lowfi,vf,0.4
18,neck,lowfi,vs,0.333333333333333
18,neck,lowfi,Vhl,0.666666666666667
18,neck,ctrl,vf,0.714285714285714
18,neck,ctrl,vs,0.75
18,neck,ctrl,Vhl,0.777777777777778
20,hands,amp,vf,0.6
20,hands,amp,vs,0.5
20,hands,amp,Vhl,0.6
20,hands,lowfi,vf,1
20,hands,lowfi,vs,0.571428571428571
20,hands,lowfi,Vhl,0.5
20,hands,ctrl,vf,0.75
20,hands,ctrl,vs,0.333333333333333
20,hands,ctrl,Vhl,0.666666666666667
20,neck,amp,vf,0.333333333333333
20,neck,amp,vs,0.4
20,neck,amp,Vhl,0.538461538461538
20,neck,lowfi,vf,0.5
20,neck,lowfi,vs,0.625
20,neck,lowfi,Vhl,0.5
20,neck,ctrl,vf,0.5
20,neck,ctrl,vs,0.5
20,neck,ctrl,Vhl,0.666666666666667
26,hands,amp,vf,0.857142857142857
26,hands,amp,vs,0.5
26,hands,amp,Vhl,0.444444444444444
26,hands,lowfi,vf,0.8
26,hands,lowfi,vs,0.666666666666667
26,hands,lowfi,Vhl,0.636363636363636
26,hands,ctrl,vf,0.333333333333333
26,hands,ctrl,vs,0.615384615384615
26,hands,ctrl,Vhl,0.571428571428571
26,neck,amp,vf,0.75
26,neck,amp,vs,0.2
26,neck,amp,Vhl,0.636363636363636
26,neck,lowfi,vf,0.833333333333333
26,neck,lowfi,vs,0.222222222222222
26,neck,lowfi,Vhl,0.727272727272727
26,neck,ctrl,vf,0.5
26,neck,ctrl,vs,0.5
26,neck,ctrl,Vhl,0.466666666666667
5,hands,amp,vf,0.714285714285714
5,hands,amp,vs,0.666666666666667
5,hands,amp,Vhl,0.428571428571429
5,hands,lowfi,vf,0.75
5,hands,lowfi,vs,0.222222222222222
5,hands,lowfi,Vhl,0.625
5,hands,ctrl,vf,0.6
5,hands,ctrl,vs,0.5
5,hands,ctrl,Vhl,0.454545454545455
5,neck,amp,vf,0.333333333333333
5,neck,amp,vs,0
5,neck,amp,Vhl,0.615384615384615
5,neck,lowfi,vf,1
5,neck,lowfi,vs,0.7
5,neck,lowfi,Vhl,0.714285714285714
5,neck,ctrl,vf,0.666666666666667
5,neck,ctrl,vs,0.5
5,neck,ctrl,Vhl,0.363636363636364
9,hands,amp,vf,1
9,hands,amp,vs,0.777777777777778
9,hands,amp,Vhl,0.461538461538462
9,hands,lowfi,vf,0.75
9,hands,lowfi,vs,0.5
9,hands,lowfi,Vhl,1
9,hands,ctrl,vf,0.4
9,hands,ctrl,vs,0.5
9,hands,ctrl,Vhl,0.428571428571429
9,neck,amp,vf,1
9,neck,amp,vs,0.666666666666667
9,neck,amp,Vhl,0.8
9,neck,lowfi,vf,0.75
9,neck,lowfi,vs,0.625
9,neck,lowfi,Vhl,0.7
9,neck,ctrl,vf,0
9,neck,ctrl,vs,0.833333333333333
9,neck,ctrl,Vhl,0.7
21,hands,amp,vf,0.666666666666667
21,hands,amp,vs,0.5
21,hands,amp,Vhl,0.545454545454546
21,hands,lowfi,vf,0.8
21,hands,lowfi,vs,0.833333333333333
21,hands,lowfi,Vhl,0.875
21,hands,ctrl,vf,0.666666666666667
21,hands,ctrl,vs,1
21,hands,ctrl,Vhl,0.8
21,neck,amp,vf,0.75
21,neck,amp,vs,0.75
21,neck,amp,Vhl,0.545454545454546
21,neck,lowfi,vf,0.666666666666667
21,neck,lowfi,vs,0.7
21,neck,lowfi,Vhl,0.75
21,neck,ctrl,vf,0.75
21,neck,ctrl,vs,0.333333333333333
21,neck,ctrl,Vhl,0.571428571428571
